unix_timestamp_ms,fcr_price_eur_per_mw_4h
1705093200000,1205.95
1705096800000,1230.27
1705100400000,1003.65
1705104000000,973.88
1705107600000,1035.5
1705111200000,1022.32
1705114800000,1013.33
1705118400000,1015.75
1705122000000,1044.52
1705125600000,1021.18
1705129200000,1027.88
1705132800000,1052.38
1705136400000,1015.33
1705140000000,1101.88
1705143600000,1012.38
1705147200000,1051.28
1705150800000,1145.85
1705154400000,1184.32
1705158000000,1137.8
1705161600000,1015.15
1705165200000,1020.58
1705168800000,1019.7
1705172400000,1004.83
1705176000000,1016.08
1705179600000,1029.85
1705183200000,1015.83
1705186800000,1003.85
1705190400000,1001.48
1705194000000,1001.35
1705197600000,1005.58
1705201200000,1009.63
1705204800000,1007.95
1705208400000,1062.88
1705212000000,1020.95
1705215600000,1264.9
1705219200000,1275.18
1705222800000,1043.82
1705226400000,1065.85
1705230000000,1169.38
1705233600000,1252.93
1705237200000,1169.75
1705240800000,1236.43
1705244400000,1123.3
1705248000000,1037.48
1705251600000,1015.3
1705255200000,1016.78
1705258800000,1016.65
1705262400000,1011.88
1705266000000,1011.25
1705269600000,1063.35
1705273200000,1010.72
1705276800000,1005.88
1705280400000,1013.35
1705284000000,1024.4
1705287600000,1053.05
1705291200000,1085.23
1705294800000,1127.6
1705298400000,1037.73
